--------------------------------------------------
dataset: peptides-func
debug: False
depth: -1
device: 0
expname: peptides-func-paper
logfile: None
metis:
  n_patches: 32
model:
  gnn_type: GINEConv
  hidden_size: 96
  name: GraphMLPMixer
  nlayer_gnn: 4
  nlayer_hierattn: 4
  pool: mean
  residual: True
  use_patch_pe: True
num_workers: 8
pos_enc:
  lap_dim: 0
  rw_dim: 16
seed: [25, 32, 65, 58]
train:
  batch_size: 128
  dropout: 0.0
  epochs: 200
  lr: 0.001
  lr_decay: 0.5
  lr_patience: 20
  min_lr: 1e-05
  mlpmixer_dropout: 0.0
  optimizer: Adam
  runs: 100
  wd: 0.0
--------------------------------------------------
Time: 2023/04/25 - 03:07

----------SEED ---------: 25


Number of parameters: 346206
Epoch: 000, Train perf: 0.2950, Train Loss: 0.3966, Val: 0.3192, Test: 0.3191, Seconds: 12.4889
Epoch: 017, Train perf: 0.5849, Train Loss: 0.2189, Val: 0.4898, Test: 0.5279, Seconds: 10.4971
Epoch: 018, Train perf: 0.5894, Train Loss: 0.2171, Val: 0.4920, Test: 0.5279, Seconds: 10.3726
Epoch: 019, Train perf: 0.5967, Train Loss: 0.2153, Val: 0.5152, Test: 0.5279, Seconds: 10.5835
Epoch: 020, Train perf: 0.6000, Train Loss: 0.2146, Val: 0.4958, Test: 0.5279, Seconds: 10.6112
Epoch: 021, Train perf: 0.6092, Train Loss: 0.2115, Val: 0.5182, Test: 0.5279, Seconds: 10.3014
Epoch: 022, Train perf: 0.6144, Train Loss: 0.2092, Val: 0.5205, Test: 0.5279, Seconds: 10.5562
Epoch: 023, Train perf: 0.6243, Train Loss: 0.2075, Val: 0.5512, Test: 0.5282, Seconds: 12.0387
Epoch: 024, Train perf: 0.6241, Train Loss: 0.2061, Val: 0.5322, Test: 0.5282, Seconds: 10.7902
Epoch: 025, Train perf: 0.6278, Train Loss: 0.2046, Val: 0.5033, Test: 0.5282, Seconds: 10.8118
Epoch: 026, Train perf: 0.6334, Train Loss: 0.2035, Val: 0.5283, Test: 0.5282, Seconds: 10.9637
Epoch: 027, Train perf: 0.6366, Train Loss: 0.2014, Val: 0.4670, Test: 0.5282, Seconds: 10.7190
Epoch: 028, Train perf: 0.6402, Train Loss: 0.2001, Val: 0.4833, Test: 0.5282, Seconds: 10.9540
Epoch: 029, Train perf: 0.6454, Train Loss: 0.1983, Val: 0.5105, Test: 0.5282, Seconds: 10.8162
Epoch: 030, Train perf: 0.6523, Train Loss: 0.1961, Val: 0.5617, Test: 0.5468, Seconds: 12.4007
Epoch: 031, Train perf: 0.6550, Train Loss: 0.1954, Val: 0.5108, Test: 0.5468, Seconds: 10.8687
Epoch: 032, Train perf: 0.6598, Train Loss: 0.1944, Val: 0.5419, Test: 0.5468, Seconds: 10.7609
Epoch: 033, Train perf: 0.6605, Train Loss: 0.1930, Val: 0.5868, Test: 0.5638, Seconds: 12.4388
Epoch: 034, Train perf: 0.6678, Train Loss: 0.1907, Val: 0.5604, Test: 0.5638, Seconds: 10.7523
Epoch: 035, Train perf: 0.6700, Train Loss: 0.1908, Val: 0.5626, Test: 0.5638, Seconds: 10.6546
Epoch: 036, Train perf: 0.6721, Train Loss: 0.1886, Val: 0.5437, Test: 0.5638, Seconds: 10.7594
Epoch: 037, Train perf: 0.6769, Train Loss: 0.1874, Val: 0.5536, Test: 0.5638, Seconds: 10.7297
Epoch: 038, Train perf: 0.6831, Train Loss: 0.1859, Val: 0.5518, Test: 0.5638, Seconds: 10.4804
Epoch: 039, Train perf: 0.6917, Train Loss: 0.1832, Val: 0.5845, Test: 0.5638, Seconds: 10.7045
Epoch: 040, Train perf: 0.6931, Train Loss: 0.1822, Val: 0.5296, Test: 0.5638, Seconds: 10.6547
Epoch: 041, Train perf: 0.6968, Train Loss: 0.1800, Val: 0.5525, Test: 0.5638, Seconds: 10.5695
Epoch: 042, Train perf: 0.7008, Train Loss: 0.1798, Val: 0.5763, Test: 0.5638, Seconds: 10.7206
Epoch: 043, Train perf: 0.7007, Train Loss: 0.1788, Val: 0.5544, Test: 0.5638, Seconds: 10.9315
Epoch: 044, Train perf: 0.7094, Train Loss: 0.1763, Val: 0.5706, Test: 0.5638, Seconds: 10.7268
Epoch: 045, Train perf: 0.7071, Train Loss: 0.1755, Val: 0.5529, Test: 0.5638, Seconds: 10.7411
Epoch: 046, Train perf: 0.7127, Train Loss: 0.1751, Val: 0.5754, Test: 0.5638, Seconds: 10.6658
Epoch: 047, Train perf: 0.7127, Train Loss: 0.1739, Val: 0.5702, Test: 0.5638, Seconds: 10.7151
Epoch: 048, Train perf: 0.7195, Train Loss: 0.1722, Val: 0.5688, Test: 0.5638, Seconds: 10.6494
Epoch: 049, Train perf: 0.7247, Train Loss: 0.1710, Val: 0.5777, Test: 0.5638, Seconds: 10.7349
Epoch: 050, Train perf: 0.7267, Train Loss: 0.1690, Val: 0.5702, Test: 0.5638, Seconds: 10.5734
Epoch: 051, Train perf: 0.7311, Train Loss: 0.1685, Val: 0.5111, Test: 0.5638, Seconds: 11.1052
Epoch: 052, Train perf: 0.7340, Train Loss: 0.1664, Val: 0.5737, Test: 0.5638, Seconds: 10.9382
Epoch: 053, Train perf: 0.7374, Train Loss: 0.1656, Val: 0.5910, Test: 0.5653, Seconds: 12.2401
